interest,registration,vote_2016,vote_intention,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,state,congress_district,language,vote_biden,age_group,race,education_level,stateicp
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,West,not hispanic,White,"$100,000 to $149,999",CA,CA35,"No, we speak only English.",0,age_45-59,white,Some post secondary,california
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Northeast,not hispanic,White,"$150,000 to $199,999",NY,NY19,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,new york
Hardly at all,Registered,Hillary Clinton,"Yes, I will vote",Conservative,Retired,The United States,female,West,not hispanic,American Indian or Alaska Native,"Less than $50,000",CA,CA08,"Yes, we speak Spanish.",1,age_45-59,"other race, nec",Some post secondary,california
Only now and then,Not registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Moderate,Retired,The United States,male,Midwest,not hispanic,White,"Less than $50,000",OH,OH10,"No, we speak only English.",0,age_60_or_more,white,High school or less,ohio
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,West,not hispanic,Asian (Filipino),"Less than $50,000",CA,CA07,"No, we speak only English.",0,age_30-44,asian,Post secondary or higher,california
Most of the time,Registered,"Did not vote, but was eligible","Yes, I already voted",Liberal,Full-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MN,MN04,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,minnesota
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Self-employed,The United States,male,Northeast,not hispanic,White,"Less than $50,000",NY,NY26,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,new york
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,Another country,male,Northeast,not hispanic,White,"$150,000 to $199,999",MA,MA07,"Yes, we speak a language other than Spanish or English.",0,age_45-59,white,Some post secondary,massachusetts
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,female,South,not hispanic,White,"$150,000 to $199,999",TN,TN03,"No, we speak only English.",1,age_45-59,white,Graduate degree,tennessee
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Northeast,not hispanic,White,"Less than $50,000",NY,NY27,"No, we speak only English.",1,age_45-59,white,High school or less,new york
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",FL,FL01,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,florida
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Part-time employed,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",IL,IL18,"No, we speak only English.",0,age_45-59,white,Some post secondary,illinois
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,female,West,not hispanic,White,"Less than $50,000",NM,NM02,"No, we speak only English.",1,age_45-59,white,Some post secondary,new mexico
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",AL,AL06,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,alabama
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,White,"$100,000 to $149,999",PA,PA09,"No, we speak only English.",0,age_45-59,white,Graduate degree,pennsylvania
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$100,000 to $149,999",MD,MD01,"No, we speak only English.",1,age_60_or_more,black,High school or less,maryland
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",AR,AR01,"No, we speak only English.",1,age_18-29,black,Some post secondary,arkansas
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Liberal,Student,The United States,female,South,hispanic,Some other race,"Less than $50,000",TX,TX09,"Yes, we speak Spanish.",1,age_18-29,"other race, nec",High school or less,texas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Self-employed,The United States,male,West,not hispanic,White,"$100,000 to $149,999",CA,CA30,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,california
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Northeast,not hispanic,White,"$250,000 and above",PA,PA06,"No, we speak only English.",0,age_18-29,white,Post secondary or higher,pennsylvania
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Northeast,not hispanic,White,"$150,000 to $199,999",NJ,NJ06,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,new jersey
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Unemployed or temporarily on layoff,Another country,male,Midwest,not hispanic,White,"Less than $50,000",IN,IN04,"Yes, we speak Spanish.",0,age_60_or_more,white,Post secondary or higher,indiana
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,male,South,not hispanic,White,"$50,000 to $99,999",TN,TN07,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,tennessee
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,female,West,not hispanic,Some other race,"$50,000 to $99,999",CA,CA37,"No, we speak only English.",1,age_60_or_more,"other race, nec",Some post secondary,california
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,South,not hispanic,White,"$50,000 to $99,999",TX,TX22,"Yes, we speak a language other than Spanish or English.",0,age_30-44,white,Post secondary or higher,texas
Only now and then,Registered,Gary Johnson,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL17,"No, we speak only English.",0,age_45-59,white,Some post secondary,florida
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Student,The United States,male,Northeast,not hispanic,"Black, or African American","Less than $50,000",NY,NY01,"No, we speak only English.",0,age_18-29,black,High school or less,new york
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Self-employed,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",NY,NY02,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,new york
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,male,Midwest,not hispanic,Asian (Other),"Less than $50,000",WI,WI06,"No, we speak only English.",1,age_18-29,asian,Graduate degree,wisconsin
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Self-employed,The United States,male,West,not hispanic,White,"$50,000 to $99,999",CA,CA12,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,california
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,male,Northeast,not hispanic,White,"$100,000 to $149,999",NJ,NJ08,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,new jersey
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,not hispanic,"Black, or African American","Less than $50,000",NJ,,"No, we speak only English.",1,age_30-44,black,Some post secondary,new jersey
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Homemaker,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IN,IN08,"No, we speak only English.",0,age_30-44,white,Some post secondary,indiana
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,West,not hispanic,White,"$200,000 to $249,999",CA,CA47,"No, we speak only English.",1,age_45-59,white,Some post secondary,california
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,female,South,not hispanic,White,"$50,000 to $99,999",FL,FL03,"No, we speak only English.",0,age_18-29,white,Post secondary or higher,florida
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,Northeast,not hispanic,White,"$200,000 to $249,999",NY,NY12,"No, we speak only English.",1,age_30-44,white,Graduate degree,new york
Only now and then,Not registered,"Did not vote, but was eligible",Not sure,Moderate,Homemaker,The United States,female,South,not hispanic,White,"$50,000 to $99,999",TN,TN06,"No, we speak only English.",0,age_45-59,white,High school or less,tennessee
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",LA,LA02,"No, we speak only English.",1,age_45-59,black,Post secondary or higher,louisiana
Some of the time,Not registered,Donald Trump,"Yes, I will vote",Conservative,Homemaker,Another country,female,South,not hispanic,Asian (Asian Indian),"$50,000 to $99,999",DC,DC00,"Yes, we speak a language other than Spanish or English.",0,age_30-44,asian,Some post secondary,district of columbia
Some of the time,Not registered,Hillary Clinton,"Yes, I will vote",Liberal,Self-employed,The United States,female,West,not hispanic,Asian (Chinese),"Less than $50,000",CA,CA13,"Yes, we speak a language other than Spanish or English.",1,age_18-29,asian,High school or less,california
Only now and then,Registered,Was not eligible to vote,"No, I will not vote but I am eligible",Conservative,Student,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL03,"Yes, we speak Spanish.",1,age_18-29,white,Some post secondary,florida
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Part-time employed,The United States,male,Northeast,not hispanic,Asian (Chinese),"Less than $50,000",NY,NY07,"No, we speak only English.",1,age_30-44,asian,High school or less,new york
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Part-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MI,MI01,"No, we speak only English.",1,age_45-59,white,High school or less,michigan
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,White,"$100,000 to $149,999",LA,LA05,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,louisiana
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",NY,NY10,"No, we speak only English.",1,age_30-44,white,Graduate degree,new york
Only now and then,Registered,Was not eligible to vote,"Yes, I will vote",Moderate,Homemaker,The United States,female,Northeast,not hispanic,White,"Less than $50,000",PA,PA08,"No, we speak only English.",1,age_45-59,white,High school or less,pennsylvania
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MO,MO06,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,missouri
Hardly at all,Registered,Someone else:,"Yes, I will vote",Liberal,Full-time employed,The United States,female,West,not hispanic,White,"$50,000 to $99,999",WA,WA05,"Yes, we speak Spanish.",1,age_30-44,white,Post secondary or higher,washington
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,male,South,not hispanic,White,"$50,000 to $99,999",TX,TX06,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,texas
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",OH,OH14,"No, we speak only English.",1,age_45-59,white,Some post secondary,ohio
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Conservative,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL12,"No, we speak only English.",0,age_45-59,white,Some post secondary,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,Midwest,not hispanic,White,"$150,000 to $199,999",IL,IL14,"No, we speak only English.",1,age_30-44,white,Graduate degree,illinois
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,male,Northeast,hispanic,White,"Less than $50,000",PA,PA08,"No, we speak only English.",1,age_18-29,white,High school or less,pennsylvania
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,South,hispanic,Some other race,"Less than $50,000",TX,TX13,"No, we speak only English.",1,age_18-29,"other race, nec",High school or less,texas
Most of the time,Registered,Hillary Clinton,"Yes, I already voted",Moderate,Full-time employed,The United States,male,Midwest,not hispanic,American Indian or Alaska Native,"$50,000 to $99,999",KS,KS04,"No, we speak only English.",1,age_45-59,"other race, nec",Some post secondary,kansas
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",OH,OH04,"No, we speak only English.",0,age_18-29,white,Post secondary or higher,ohio
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,female,Midwest,not hispanic,White,"$250,000 and above",KS,KS03,"No, we speak only English.",0,age_18-29,white,High school or less,kansas
Only now and then,Registered,Donald Trump,"Yes, I will vote",Liberal,Self-employed,The United States,female,South,not hispanic,White,"$50,000 to $99,999",GA,GA05,"No, we speak only English.",0,age_30-44,white,Graduate degree,georgia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Northeast,not hispanic,White,"Less than $50,000",NY,NY27,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,new york
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Self-employed,The United States,female,Northeast,not hispanic,White,"Less than $50,000",NY,,"No, we speak only English.",0,age_30-44,white,Graduate degree,new york
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Conservative,Full-time employed,The United States,male,West,not hispanic,White,"$50,000 to $99,999",CA,CA44,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,california
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,Northeast,not hispanic,"Black, or African American","Less than $50,000",NJ,,"No, we speak only English.",1,age_30-44,black,High school or less,new jersey
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",TX,TX05,"No, we speak only English.",0,age_18-29,black,High school or less,texas
Some of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Liberal,Part-time employed,The United States,female,Midwest,not hispanic,"Black, or African American","Less than $50,000",OH,OH09,"No, we speak only English.",1,age_18-29,black,High school or less,ohio
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,West,not hispanic,White,"$100,000 to $149,999",CA,CA46,"No, we speak only English.",1,age_30-44,white,Graduate degree,california
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Part-time employed,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",IL,IL03,"No, we speak only English.",0,age_18-29,white,Post secondary or higher,illinois
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",TX,TX33,"No, we speak only English.",1,age_30-44,black,Some post secondary,texas
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Part-time employed,The United States,female,South,not hispanic,Asian (Other),"$50,000 to $99,999",FL,FL19,"No, we speak only English.",1,age_18-29,asian,Graduate degree,florida
Some of the time,Registered,Hillary Clinton,Not sure,Moderate,Retired,The United States,male,Northeast,hispanic,"Black, or African American","Less than $50,000",RI,RI01,"Yes, we speak a language other than Spanish or English.",1,age_18-29,black,High school or less,rhode island
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Homemaker,The United States,female,South,not hispanic,White,"Less than $50,000",WV,WV03,"No, we speak only English.",0,age_30-44,white,High school or less,west virginia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,hispanic,Some other race,"$150,000 to $199,999",VA,VA03,"Yes, we speak Spanish.",0,age_30-44,"other race, nec",Graduate degree,virginia
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Permanently disabled,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IN,IN02,"No, we speak only English.",0,age_45-59,white,High school or less,indiana
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",AR,AR03,"No, we speak only English.",0,age_60_or_more,white,High school or less,arkansas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Conservative,Full-time employed,The United States,female,South,not hispanic,White,"$100,000 to $149,999",FL,FL26,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,florida
Some of the time,Registered,Hillary Clinton,"No, I will not vote but I am eligible",Conservative,Permanently disabled,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IN,IN08,"No, we speak only English.",0,age_45-59,white,Some post secondary,indiana
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Not Sure,Part-time employed,The United States,male,Northeast,not hispanic,White,"$150,000 to $199,999",PA,PA14,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,pennsylvania
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",VA,VA04,"No, we speak only English.",1,age_30-44,black,Some post secondary,virginia
Some of the time,Not registered,Donald Trump,"No, I am not eligible to vote",Moderate,Part-time employed,Another country,female,West,hispanic,Some other race,"Less than $50,000",CA,CA25,"Yes, we speak Spanish.",1,age_30-44,"other race, nec",Post secondary or higher,california
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",OK,OK03,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,oklahoma
Most of the time,Registered,Someone else:,"Yes, I will vote",Liberal,Other:,The United States,female,Northeast,not hispanic,White,"Less than $50,000",PA,PA05,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,pennsylvania
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,West,not hispanic,White,"$100,000 to $149,999",CA,CA04,"No, we speak only English.",0,age_45-59,white,Some post secondary,california
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,male,Northeast,not hispanic,White,"$200,000 to $249,999",NY,NY10,"No, we speak only English.",0,age_18-29,white,Graduate degree,new york
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Northeast,not hispanic,White,"Less than $50,000",NY,NY10,"No, we speak only English.",0,age_45-59,white,Graduate degree,new york
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",TN,TN03,"No, we speak only English.",1,age_18-29,white,High school or less,tennessee
Most of the time,Registered,Donald Trump,"Yes, I will vote",Liberal,Full-time employed,The United States,male,South,not hispanic,White,"$250,000 and above",DE,DE00,"No, we speak only English.",0,age_30-44,white,Graduate degree,delaware
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Self-employed,The United States,female,West,not hispanic,White,"Less than $50,000",CO,CO05,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,colorado
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,Another country,male,South,not hispanic,"Black, or African American","Less than $50,000",FL,FL10,"Yes, we speak a language other than Spanish or English.",1,age_30-44,black,Post secondary or higher,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",TN,TN03,"No, we speak only English.",1,age_60_or_more,white,Graduate degree,tennessee
Some of the time,Registered,Was not eligible to vote,"No, I will not vote but I am eligible",Moderate,Part-time employed,The United States,male,Northeast,hispanic,White,"Less than $50,000",NJ,NJ08,"Yes, we speak Spanish.",1,age_18-29,white,High school or less,new jersey
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Part-time employed,The United States,male,Midwest,not hispanic,"Black, or African American","Less than $50,000",IN,IN03,"No, we speak only English.",1,age_60_or_more,black,Post secondary or higher,indiana
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",VA,VA04,"No, we speak only English.",1,age_30-44,black,Post secondary or higher,virginia
Hardly at all,Not registered,Donald Trump,"Yes, I will vote",Conservative,Unemployed or temporarily on layoff,The United States,male,West,not hispanic,White,"Less than $50,000",WA,WA05,"No, we speak only English.",0,age_30-44,white,High school or less,washington
Some of the time,Not registered,Hillary Clinton,"Yes, I already voted",Very Liberal,Full-time employed,Another country,male,South,not hispanic,White,"Less than $50,000",TN,TN05,"No, we speak only English.",1,age_30-44,white,Graduate degree,tennessee
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,female,South,not hispanic,White,"$50,000 to $99,999",NC,NC01,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,north carolina
Hardly at all,Registered,Donald Trump,"Yes, I will vote",NA,Unemployed or temporarily on layoff,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",NJ,NJ02,"No, we speak only English.",0,age_30-44,white,High school or less,new jersey
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Homemaker,The United States,female,South,not hispanic,White,"$50,000 to $99,999",KY,KY04,"No, we speak only English.",1,age_30-44,white,Graduate degree,kentucky
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Part-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL04,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,florida
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,West,hispanic,Some other race,"$50,000 to $99,999",WA,WA04,"Yes, we speak Spanish.",0,age_18-29,"other race, nec",Post secondary or higher,washington
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,Midwest,hispanic,White,"Less than $50,000",KY,IL09,"Yes, we speak Spanish.",1,age_30-44,white,Graduate degree,kentucky
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Homemaker,The United States,female,South,not hispanic,White,"Less than $50,000",KY,KY05,"No, we speak only English.",0,age_30-44,white,High school or less,kentucky
Some of the time,Registered,Donald Trump,"Yes, I will vote",Liberal,Full-time employed,The United States,female,West,hispanic,White,"$250,000 and above",CA,CA44,"Yes, we speak Spanish.",1,age_18-29,white,Some post secondary,california
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",PA,PA12,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,pennsylvania
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",IA,IA01,"No, we speak only English.",1,age_45-59,white,Some post secondary,iowa
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Very Conservative,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",FL,FL23,"No, we speak only English.",1,age_60_or_more,white,High school or less,florida
Most of the time,Registered,Donald Trump,"Yes, I already voted",Very Conservative,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IN,IN03,"No, we speak only English.",0,age_60_or_more,white,High school or less,indiana
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Part-time employed,The United States,female,South,hispanic,White,"Less than $50,000",TX,TX16,"Yes, we speak Spanish.",1,age_30-44,white,Some post secondary,texas
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,Midwest,not hispanic,White,"Less than $50,000",MO,MO06,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,missouri
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Very Conservative,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL04,"No, we speak only English.",0,age_60_or_more,white,High school or less,florida
Some of the time,Registered,Donald Trump,"Yes, I will vote",Liberal,Full-time employed,The United States,male,South,not hispanic,White,"$200,000 to $249,999",TX,TX31,"No, we speak only English.",0,age_30-44,white,Graduate degree,texas
Only now and then,Registered,Donald Trump,"No, I will not vote but I am eligible",Not Sure,Retired,The United States,female,Midwest,not hispanic,American Indian or Alaska Native,"Less than $50,000",OH,OH09,"No, we speak only English.",0,age_60_or_more,"other race, nec",Some post secondary,ohio
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,West,not hispanic,White,"$50,000 to $99,999",ID,ID02,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,idaho
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Northeast,not hispanic,"Black, or African American","$100,000 to $149,999",PA,PA03,"No, we speak only English.",0,age_18-29,black,Post secondary or higher,pennsylvania
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,female,Northeast,not hispanic,White,"Less than $50,000",CT,CT05,"No, we speak only English.",0,age_60_or_more,white,High school or less,connecticut
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",WI,WI03,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,wisconsin
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",VA,VA11,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,virginia
Only now and then,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Moderate,Unemployed or temporarily on layoff,The United States,male,Northeast,hispanic,Some other race,"Less than $50,000",NY,NY05,"Yes, we speak Spanish.",0,age_18-29,"other race, nec",High school or less,new york
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,South,not hispanic,White,"$100,000 to $149,999",FL,FL07,"No, we speak only English.",1,age_45-59,white,High school or less,florida
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Permanently disabled,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MN,MN07,"No, we speak only English.",1,age_30-44,white,High school or less,minnesota
Most of the time,Not registered,Donald Trump,Not sure,Very Liberal,Full-time employed,The United States,male,South,hispanic,Some other race,"Less than $50,000",KY,KY03,"No, we speak only English.",0,age_18-29,"other race, nec",High school or less,kentucky
Most of the time,Registered,Jill Stein,"Yes, I will vote",Liberal,Unemployed or temporarily on layoff,The United States,female,West,not hispanic,White,"Less than $50,000",AZ,AZ09,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,arizona
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Unemployed or temporarily on layoff,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",IL,IL03,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,illinois
Most of the time,Registered,Was not eligible to vote,Not sure,Moderate,Student,The United States,male,Midwest,not hispanic,White,"Less than $50,000",OH,WV03,"No, we speak only English.",1,age_18-29,white,High school or less,ohio
Most of the time,Registered,Hillary Clinton,"Yes, I already voted",Liberal,Homemaker,The United States,female,South,not hispanic,White,"Less than $50,000",GA,GA02,"No, we speak only English.",1,age_30-44,white,Some post secondary,georgia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Homemaker,The United States,female,South,not hispanic,White,"$50,000 to $99,999",OK,OK03,"No, we speak only English.",0,age_30-44,white,High school or less,oklahoma
Only now and then,Registered,"Did not vote, but was eligible","Yes, I will vote",Conservative,Homemaker,Another country,female,West,hispanic,White,"$50,000 to $99,999",UT,UT02,"Yes, we speak Spanish.",0,age_30-44,white,High school or less,utah
Most of the time,Registered,Don't recall,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",NY,NY15,"No, we speak only English.",0,age_30-44,white,Graduate degree,new york
